placa,old_tag,nomecomum,codigo,genero,especie,familia,subfamilia,densidade,inv,area,parcela,quadra,nsdist,linha,lo,lodist,recruit,data_morta,altura,altura_1,dap.04,mv.04,data04,am_f4.x,pq_f4.x,obs.04,am_f4.y,pq_f4.y,obs_cic4,c.05,mv.05,obs.05,am_f5,pq_f5,obs_cic5,data_cic5,data05,c.06,mv.06,obs.06,am_f6,pq_f6,obs_cic6,obs_m066,data_cic6,data_m066,data06,dap.07,c.07,mv.07,obs.07,data07,nova_placa.07,c07p,am_f7,pq_f7,caidape_c07p,obs_c07p,data_c07p,dap.08,c.08,mv.08,obs.08,data08,c.09,mv.09,obs_c09,cicat.09,Rec.09,am_f9,pq_f9,obs_cic9,data_cic9,qt_f9,data09,dap.10,c.10,mv.10,obs.10,data10,dap.11,c.11,mv.11,obs.11,data11,dap.12,c.12,mv.12,obs.12,data12,dap.14,c.14,mv.14,obs.14,data14,dap.16,c.16,mv.16,obs.16,data16,dap.18,c.18,mv.18,obs.18,data18,dap.22,mv.22,c.22,obs.22,alt22,data22,equipe.22,dap.24,c.24,mv.24,obs.24,data24,equipe.24
6685,,fava_orelha,Entsch,Enterolobium,schomburgkii (Benth.) Benth.,Mimosoideae,,0.72,40,1,C,11,525,29,O,23,i04,2008,,,44.1,v,09_09_2004,175,1,,175,100,,4,v,,2,70,,04_10_2005,18_08_2005,4,v,,,,nq,,14_09_2006,,11_08_2006,,5,v,,19_07_2007,34915,5,40,100,p,,19_09_2007,,0,m,cr/no toco,07_08_2008,0,m,,0,0,0,0,,10_09_2009,,11_08_2009,,0,m,m,12_07_2010,,0,m,morta,14_09_2011,,0,m,morta,12_08_2012,,0,m,morta1,29_07_2014,,0,m,morta,18_10_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6686,,breu_sucuruba_branco,Trabur,Trattinnickia,burseraefolia Mart.,Burseraceae,,0.46,40,1,C,11,530,29,L,15,i04,,24,24,57.4,v,09_09_2004,35,0.8,,35,80,,5,v,,17,6,,04_10_2005,18_08_2005,5,v,,10,25,,,14_09_2006,,11_08_2006,,5,v,,19_07_2007,,5,40,60,p,,19_09_2007,63,5,v,,07_08_2008,5,v,,0,0,40,30,,10_09_2009,,11_08_2009,69.9,5,v,,12_07_2010,71.6,5,v,,14_09_2011,74.2,5,v,,12_08_2012,77.1,4,v,,29_07_2014,75.9,3,v,,18_10_2016,76.5,4,v,,16_07_2018,76.4,v,5,,,17_08_2022,Sabrina_Darlisson_Leandro,77.8,5,v,,26_06_2024,Santarem_Nathalia_Maraca
6687,,carapanauba,Aspexc,Aspidosperma,excelsum Benth.,Apocynaceae,,0.79,40,1,C,11,535,29,L,13,i04,,20,20,49.4,v,09_09_2004,30,0.95,,30,95,,5,v,,20,10,,04_10_2005,18_08_2005,5,v,,25,50,,,14_09_2006,,11_08_2006,,5,v,,19_07_2007,,5,65,40,p,,19_09_2007,49.9,4,v,,07_08_2008,5,v,,1,0.5,130,50,,10_09_2009,,11_08_2009,49.9,4,v,,12_07_2010,50,4,v,,14_09_2011,50.5,5,v,,12_08_2012,50.3,4,v,,29_07_2014,50.1,5,v,,18_10_2016,52.1,5,v,,16_07_2018,53.5,v,5,,,17_08_2022,Sabrina_Darlisson_Leandro,53.6,5,v,ct,26_06_2024,Santarem_Nathalia_Maraca
6688,,macarandubinha,Pouram,Pouteria,ramiflora (Mart.) Radlk,Sapotaceae,,0.775625,40,1,C,11,540,29,L,15,i04,2016,16,16,44.7,v,09_09_2004,15,0.05,,15,5,,5,v,,,,NQ,04_10_2005,18_08_2005,5,v,,10,10,,,14_09_2006,,11_08_2006,,5,v,,19_07_2007,,5,35,30,p,,19_09_2007,45.2,4,v,,07_08_2008,5,v,,0,0,0,0,,10_09_2009,,11_08_2009,45.6,4,v,,12_07_2010,45.9,5,v,,14_09_2011,45.9,5,v,,12_08_2012,46.8,4,v,,29_07_2014,,0,m,morta,18_10_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6689,,breu_sucuruba_branco,Trabur,Trattinnickia,burseraefolia Mart.,Burseraceae,,0.46,40,1,C,11,545,29,O,15,i04,,21,21,54.3,v,09_09_2004,7,0.95,,7,95,,4,v,,12,4,,04_10_2005,18_08_2005,3,v,,,,nq,,14_09_2006,,11_08_2006,,5,v,,19_07_2007,,5,7,5,p,,19_09_2007,56.4,4,v,,07_08_2008,5,v,,0,0,0,0,,10_09_2009,,11_08_2009,58.1,5,v,,12_07_2010,58.8,4,v,,14_09_2011,59.1,5,v,,12_08_2012,60,4,v,,29_07_2014,60.8,3,v,,18_10_2016,61.1,4,v,alt 21,16_07_2018,61.4,v,4,,,17_08_2022,Sabrina_Darlisson_Leandro,61.2,4,v,,26_06_2024,Santarem_Nathalia_Maraca
6690,,mangabinha,Micege,Micropholis,egensis (A. DC.) Pierre,Sapotaceae,,0.6,40,1,C,12,555,29,O,25,i04,2007,13,13,44.8,v,09_09_2004,NQ,,,,,NQ,5,v,,,,NQ,04_10_2005,18_08_2005,3,v,,,,nq,,14_09_2006,,11_08_2006,,0,m,,19_07_2007,,0,0,0,p,,19_09_2007,,0,m,,07_08_2008,0,m,,0,0,0,0,,10_09_2009,,11_08_2009,,0,m,m,12_07_2010,,0,m,morta,14_09_2011,,0,m,morta,12_08_2012,,0,m,morta1,29_07_2014,,0,m,morta,18_10_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6691,,louro_abacate,Ocoacu,Ocotea,leucoxylon (Sw.) Laness.,Lauraceae,,0.543571429,40,1,C,12,555,29,L,21,i04,,20,20,42,v,09_09_2004,10,0.2,,10,20,,5,v,,,,NQ,04_10_2005,18_08_2005,5,v,CR,,,nq,,14_09_2006,,11_08_2006,,5,v,,19_07_2007,,5,130,100,p,,19_09_2007,46.6,4,v,cr,07_08_2008,5,v,,0,0,0,0,,10_09_2009,,11_08_2009,50.3,4,v,,12_07_2010,51.5,5,v,,14_09_2011,52.6,5,v,,12_08_2012,54,5,v,,29_07_2014,55.4,4,v,,18_10_2016,56.6,5,v,,16_07_2018,56.3,v,5,,,17_08_2022,Sabrina_Darlisson_Leandro,56.6,4,v,,26_06_2024,Santarem_Nathalia_Maraca
6692,,louro_prata,Ocogui,Ocotea,guianensis Aubl.,Lauraceae,,0.56,40,1,C,12,555,29,L,21,i04,2004,10,10,45.4,m,09_09_2004,3,1,8m de altura,3,100,,0,m,,3,90,,04_10_2005,18_08_2005,0,m,,,,nq,,14_09_2006,,11_08_2006,,0,m,,19_07_2007,,0,130,40,p,cq,19_09_2007,,0,m,,07_08_2008,0,m,,0,0,0,0,,10_09_2009,,11_08_2009,,0,m,m,12_07_2010,,0,m,morta,14_09_2011,,0,m,morta,12_08_2012,,0,m,morta1,29_07_2014,,0,m,morta,18_10_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6693,,breu_sucurubinha,Tragla,Trattinnickia,glaziovii Swart.,Burseraceae,,0.52,40,1,C,12,560,29,O,3,i04,,20,20,41.4,v,09_09_2004,NQ,,,,,NQ,5,v,,,,NQ,04_10_2005,18_08_2005,5,v,,15,60,,,14_09_2006,,11_08_2006,,5,v,,19_07_2007,,5,20,10,p,,19_09_2007,43.1,4,v,,07_08_2008,5,v,,0,0,0,0,,10_09_2009,,11_08_2009,43.7,5,v,,12_07_2010,44.9,5,v,,14_09_2011,45.1,5,v,,12_08_2012,45.5,4,v,,29_07_2014,46.9,5,v,,18_10_2016,47.9,5,v,,16_07_2018,50.4,v,5,,,17_08_2022,Sabrina_Darlisson_Leandro,50.1,5,v,,26_06_2024,Santarem_Nathalia_Maraca
6694,,mangabinha,Micege,Micropholis,egensis (A. DC.) Pierre,Sapotaceae,,0.6,40,1,C,12,575,29,L,1,i04,2024,14,14,45.7,v,09_09_2004,NQ,,,,,NQ,5,v,,,,NQ,04_10_2005,18_08_2005,5,v,,,,nq,,14_09_2006,,11_08_2006,,5,v,,19_07_2007,,5,68,60,p,,19_09_2007,47.2,4,v,,07_08_2008,5,v,,0,0,0,0,,10_09_2009,,11_08_2009,48.9,5,v,,12_07_2010,48.9,5,v,,14_09_2011,49.7,5,v,,12_08_2012,51,5,v,cq,29_07_2014,52.2,3,v,,18_10_2016,53.8,5,v,lo dist 1,16_07_2018,54.6,v,3,,,17_08_2022,Sabrina_Darlisson_Leandro,,0,m,morta,26_06_2024,Santarem_Nathalia_Maraca
6695,,louro_abacate,Ocoacu,Ocotea,leucoxylon (Sw.) Laness.,Lauraceae,,0.543571429,40,1,C,12,577,29,L,1,i04,,15,15,42.5,v,09_09_2004,NQ,,,,,NQ,4,v,,,,NQ,04_10_2005,18_08_2005,4,v,,,,nq,,14_09_2006,,11_08_2006,,5,v,,19_07_2007,,5,156,50,p,,19_09_2007,45.2,4,v,,07_08_2008,4,v,,0,0,0,0,,10_09_2009,,11_08_2009,47.9,4,v,,12_07_2010,49.5,5,v,,14_09_2011,52.3,5,v,,12_08_2012,54,4,v,,29_07_2014,54.9,4,v,,18_10_2016,56.5,5,v,,16_07_2018,57.5,v,3,,,17_08_2022,Sabrina_Darlisson_Leandro,58,3,v,cqcr,26_06_2024,Santarem_Nathalia_Maraca
6696,,louro_abacate,Ocoacu,Ocotea,leucoxylon (Sw.) Laness.,Lauraceae,,0.543571429,40,1,C,12,590,29,L,9,i04,,12,12,42,v,09_09_2004,40,0.9,,40,90,,4,v,,,,NQ,04_10_2005,18_08_2005,5,v,,,,nq,,14_09_2006,,11_08_2006,,5,v,,19_07_2007,,5,70,50,p,qt,19_09_2007,42.9,4,v,,07_08_2008,4,v,,0,0,0,0,,10_09_2009,,11_08_2009,43.9,4,v,cr,12_07_2010,44.2,3,v,,14_09_2011,44.4,5,v,,12_08_2012,45.4,4,v,,29_07_2014,45.4,3,v,,18_10_2016,45.7,4,v,,16_07_2018,45.7,v,3,,,17_08_2022,Sabrina_Darlisson_Leandro,45.7,1,v,cqcr,26_06_2024,Santarem_Nathalia_Maraca
6697,,carapanauba,Aspexc,Aspidosperma,excelsum Benth.,Apocynaceae,,0.79,40,1,C,13,608,29,L,6,i04,,20,20,54,v,09_09_2004,35,0.3,,35,30,,4,v,,,,NQ,04_10_2005,18_08_2005,4,v,CR,60,70,,,14_09_2006,,11_08_2006,,3,v,,19_07_2007,,5,27,30,p,,19_09_2007,55.4,3,v,,07_08_2008,4,v,,2,1,15,5,,10_09_2009,,11_08_2009,55.4,3,v,cr,12_07_2010,55.8,4,v,,14_09_2011,55.7,4,v,,12_08_2012,56,4,v,,29_07_2014,56.3,3,v,,18_10_2016,56.7,3,v,dap 1.1m,16_07_2018,57.7,v,3,,,17_08_2022,Sabrina_Darlisson_Leandro,58,5,v,,26_06_2024,Santarem_Nathalia_Maraca
6698,,louro_abacate,Ocoacu,Ocotea,leucoxylon (Sw.) Laness.,Lauraceae,,0.543571429,40,1,C,13,607,29,L,20,i04,,20,20,65.3,v,09_09_2004,50,0.5,,50,50,,5,v,,38,12,,04_10_2005,18_08_2005,4,v,,,,nq,,14_09_2006,,11_08_2006,,5,v,,19_07_2007,,5,230,100,p,,19_09_2007,70.9,3,v,,07_08_2008,3,v,,2,0,0,0,,10_09_2009,,11_08_2009,72.2,4,v,,12_07_2010,73.2,4,v,,14_09_2011,72.5,5,v,,12_08_2012,76,4,v,,29_07_2014,76.5,4,v,,18_10_2016,72.1,5,v,,16_07_2018,74.4,v,5,,,17_08_2022,Sabrina_Darlisson_Leandro,74.7,5,v,,26_06_2024,Santarem_Nathalia_Maraca
6699,,louro_abacate,Ocoacu,Ocotea,leucoxylon (Sw.) Laness.,Lauraceae,,0.543571429,40,1,C,13,607,29,O,0.5,i04,2018,17,17,45.9,v,10_09_2004,20,0.3,,20,30,,5,v,,,,NQ,04_10_2005,18_08_2005,4,v,,,,nq,,14_09_2006,,11_08_2006,,5,v,,19_07_2007,,5,170,100,p,,19_09_2007,45.5,4,v,,07_08_2008,5,v,,0,0,180,95,,10_09_2009,,11_08_2009,49,2,v,casca estufada,12_07_2010,47.8,3,v,,14_09_2011,48.3,4,v,,12_08_2012,48.2,3,v,cq,29_07_2014,48.2,4,v,,18_10_2016,,0,m,morta,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6700,,macarandubinha,Pouram,Pouteria,ramiflora (Mart.) Radlk,Sapotaceae,,0.775625,40,1,C,13,605,29,O,23,i04,2022,18,18,49.2,v,10_09_2004,40,0.3,,40,30,,5,v,,,,NQ,04_10_2005,18_08_2005,5,v,,,,nq,,14_09_2006,,11_08_2006,,5,v,,19_07_2007,,5,7,5,p,,19_09_2007,49.9,4,v,,07_08_2008,4,v,,0,0,0,0,,10_09_2009,,11_08_2009,50.8,5,v,,12_07_2010,50,5,v,,14_09_2011,50.4,5,v,,12_08_2012,51,5,v,,29_07_2014,51.2,4,v,,18_10_2016,52.4,5,v,,16_07_2018,,m,0,morta,,17_08_2022,Sabrina_Darlisson_Leandro,,0,m,,23_06_2024,
6701,,jatoba,Hymcou,Hymenaea,courbaril L.,Caesalpinioideae,,0.72,40,1,C,12,577,29,O,13,i04,2004,25,25,53.2,m,10_09_2004,NQ,,25m de alrtura,,,NQ,0,m,,,,qt_pr,04_10_2005,18_08_2005,0,m,NE,,,nq,,14_09_2006,,11_08_2006,,0,m,ne,19_07_2007,,0,0,100,,,19_09_2007,,0,m,,07_08_2008,0,m,,0,0,0,0,,10_09_2009,,11_08_2009,,0,m,m,12_07_2010,,0,m,morta,14_09_2011,,0,m,morta,12_08_2012,,0,m,morta1,29_07_2014,,0,m,morta,18_10_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6702,,louro_prata,Ocogui,Ocotea,guianensis Aubl.,Lauraceae,,,40,1,C,12,570,29,L,13,i04,2004,20,20,49.9,m,10_09_2004,NQ,,20m de alrtura,,,NQ,0,m,,,,qt_pr,04_10_2005,18_08_2005,0,m,NE,,,nq,,14_09_2006,,11_08_2006,,0,m,ne,19_07_2007,,0,,,,,19_09_2007,,0,m,,07_08_2008,0,m,,0,0,0,0,,10_09_2009,,11_08_2009,,0,m,m,12_07_2010,,0,m,morta,14_09_2011,,0,m,morta,12_08_2012,,0,m,morta1,29_07_2014,,0,m,morta,18_10_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6703,,breu_sucuruba,Trarho,Trattinnickia,rhoifolia Willd.,Burseraceae,,0.45,40,1,C,13,645,29,L,20,i04,,27,27,70.3,v,10_09_2004,30,0.3,,30,30,,4,v,,,,NQ,04_10_2005,18_08_2005,5,v,,,,nq,,14_09_2006,,11_08_2006,,5,v,,19_07_2007,,5,28,3,p,,19_09_2007,74,5,v,,07_08_2008,5,v,,0,0,0,0,,10_09_2009,,11_08_2009,81.4,5,v,,12_07_2010,82.2,5,v,,14_09_2011,82.7,5,v,,12_08_2012,85.8,5,v,,29_07_2014,86.1,5,v,,18_10_2016,88,5,v,,16_07_2018,89.1,v,5,,,17_08_2022,Sabrina_Darlisson_Leandro,89.9,5,v,,26_06_2024,Santarem_Nathalia_Maraca
6704,,marupa,Simama,Simarouba,amara Aubl.,Simarubaceae,,,40,1,C,13,640,29,O,16,i04,2011,18,18,42.8,v,10_09_2004,25,0.2,,25,20,,5,v,,1,48,,04_10_2005,18_08_2005,5,v,NE,120,50,,,14_09_2006,,11_08_2006,,5,v,,19_07_2007,,5,20,100,p,,19_09_2007,43,4,v,,07_08_2008,5,v,,0,0,0,0,,10_09_2009,,11_08_2009,43.9,4,v,pp,12_07_2010,,0,m,morta,14_09_2011,,0,m,morta,12_08_2012,,0,m,m,29_07_2014,,0,m,,18_10_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6705,,louro_prata,Ocogui,Ocotea,guianensis Aubl.,Lauraceae,,0.56,40,1,C,14,688,29,L,15,i04,2012,24,24,49,v,10_09_2004,18,0.1,,18,10,,4,v,,22,14,,04_10_2005,18_08_2005,5,v,,,,nq,,14_09_2006,,11_08_2006,,4,v,,19_07_2007,,5,10,10,p,,19_09_2007,49,4,v,sem dap casca estufada,07_08_2008,3,v,,4,1,280,50,,10_09_2009,,11_08_2009,51.1,3,v,casca estufada,12_07_2010,51.8,3,v,cicatriz,14_09_2011,,0,m,morta,12_08_2012,,0,m,m,29_07_2014,,0,m,,18_10_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6706,,macarandubinha,Pouram,Pouteria,ramiflora (Mart.) Radlk,Sapotaceae,,0.775625,40,1,C,13,689,29,O,1,i04,2022,13,13,51.2,v,10_09_2004,50,1,,50,100,,3,v,,,,NQ,04_10_2005,18_08_2005,4,v,,,,nq,,14_09_2006,,11_08_2006,,5,v,,19_07_2007,,5,30,20,p,,19_09_2007,51.3,4,v,,07_08_2008,5,v,,0,0,0,0,,10_09_2009,,11_08_2009,52.2,5,v,,12_07_2010,52.3,5,v,cicatriz,14_09_2011,52.1,5,v,,12_08_2012,52.8,5,v,,29_07_2014,52.9,4,v,,18_10_2016,53.2,5,v,,16_07_2018,,m,0,morta,,17_08_2022,Sabrina_Darlisson_Leandro,,0,m,,23_06_2024,
6707,,louro_abacate,Ocoacu,Ocotea,leucoxylon (Sw.) Laness.,Lauraceae,,0.543571429,40,1,C,14,690,29,L,1,i04,2006,14,14,44,v,10_09_2004,54,0.95,,54,95,,4,v,,,,NQ,04_10_2005,18_08_2005,0,m,,,,nq,,14_09_2006,,11_08_2006,,0,m,,19_07_2007,,0,7,10,p,,19_09_2007,,0,m,,07_08_2008,0,m,,0,0,0,0,,10_09_2009,,11_08_2009,,0,m,m,12_07_2010,,0,m,morta,14_09_2011,,0,m,morta,12_08_2012,,0,m,m,29_07_2014,,0,m,,18_10_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6708,,breu_sucuruba,Trarho,Trattinnickia,rhoifolia Willd.,Burseraceae,,0.45,40,1,C,15,730,29,L,3,i04,2012,12,12,49.7,v,10_09_2004,30,0.5,,30,50,,3,v,,8,3,,04_10_2005,18_08_2005,3,v,,,,nq,,14_09_2006,,11_08_2006,,4,v,,19_07_2007,,5,52,90,p,,19_09_2007,49.5,4,v,,07_08_2008,4,v,,3.5,1,0,0,,10_09_2009,,11_08_2009,51.7,4,v,casca estufada,12_07_2010,54.9,4,v,casca estufada,14_09_2011,,0,m,morta,12_08_2012,,0,m,m,29_07_2014,,0,m,,18_10_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6709,,jatoba,Hymcou,Hymenaea,courbaril L.,Caesalpinioideae,,0.77,40,1,C,15,745,29,L,21,i04,,21,21,42.2,v,10_09_2004,10,0.4,,10,40,,5,v,,,,NQ,04_10_2005,18_08_2005,5,v,,,,nq,,14_09_2006,,11_08_2006,,5,v,,19_07_2007,,5,0,0,p,,19_09_2007,49,4,v,,07_08_2008,5,v,,0,0,0,0,,10_09_2009,,11_08_2009,55.8,4,v,,12_07_2010,57.5,5,v,,14_09_2011,61.2,5,v,casca estufada,12_08_2012,65.2,4,v,,29_07_2014,66.5,4,v,,18_10_2016,68.3,5,v,,16_07_2018,69.5,v,5,,,17_08_2022,Sabrina_Darlisson_Leandro,71,5,v,,26_06_2024,Santarem_Nathalia_Maraca
6710,,louro_prata,Ocogui,Ocotea,guianensis Aubl.,Lauraceae,,0.56,40,1,C,16,773,29,L,16,i04,2006,13,13,40.8,v,10_09_2004,20,0.95,,20,95,,5,v,,30,15,,04_10_2005,18_08_2005,0,m,,,,nq,,14_09_2006,,11_08_2006,,0,m,,19_07_2007,,0,30,100,c,qt,19_09_2007,,0,m,,07_08_2008,0,m,,0,0,0,0,,10_09_2009,,11_08_2009,,0,m,m,12_07_2010,,0,m,morta,14_09_2011,,0,m,morta,12_08_2012,,0,m,m,29_07_2014,,0,m,,18_10_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6711,,macarandubinha,Pouram,Pouteria,ramiflora (Mart.) Radlk,Sapotaceae,,0.775625,40,1,C,16,770,29,L,21,i04,2006,25,25,51.7,v,10_09_2004,20,0.4,,20,40,,4,v,,,,NQ,04_10_2005,18_08_2005,0,m,tombada,,,nq,,14_09_2006,,11_08_2006,,0,m,,19_07_2007,,0,20,20,c,,19_09_2007,,0,m,,07_08_2008,0,m,,0,0,0,0,,10_09_2009,,11_08_2009,,0,m,m,12_07_2010,,0,m,morta,14_09_2011,,0,m,morta,12_08_2012,,0,m,m,29_07_2014,,0,m,,18_10_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6712,,mollia_branco,Mollep,Mollia,lepidota Spruce ex. Benth,Tiliaceae,,0.49,40,1,C,16,795,29,L,1.5,i04,2014,12,12,40.8,v,10_09_2004,NQ,,,,,NQ,3,v,,,,NQ,04_10_2005,18_08_2005,4,v,,,,nq,,14_09_2006,,11_08_2006,,5,v,,19_07_2007,,5,9,5,p,,19_09_2007,42.5,4,v,,07_08_2008,5,v,,0,0,83,75,,10_09_2009,,11_08_2009,44.2,5,v,,12_07_2010,45.5,4,v,,14_09_2011,48.7,5,v,,12_08_2012,,0,m,m,29_07_2014,,0,m,,18_10_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6713,,sucuba,Himart,Himatanthus,articulatus (Vahl) Woodson,Apocynaceae,,0.554,40,1,C,16,788,29,O,22,i04,,16,16,42.5,v,10_09_2004,94,0.98,,94,98,,5,v,,2,56,,04_10_2005,18_08_2005,5,v,,,,nq,,14_09_2006,,11_08_2006,,5,v,,19_07_2007,,5,40,100,p,,19_09_2007,44.3,4,v,,07_08_2008,4,v,,1,0,0,0,,10_09_2009,,11_08_2009,47.9,4,v,,12_07_2010,49.5,5,v,cicatriz,14_09_2011,50.1,5,v,,12_08_2012,52,4,v,,29_07_2014,53.3,4,v,,18_10_2016,55,4,v,,16_07_2018,56.2,v,5,,,17_08_2022,Sabrina_Darlisson_Leandro,55.9,4,v,ct,26_06_2024,Santarem_Nathalia_Maraca
6714,,louro_prata,Ocogui,Ocotea,guianensis Aubl.,Lauraceae,,0.56,40,1,C,17,804,29,O,13,i04,2008,18,18,50.7,v,10_09_2004,NQ,,,,,NQ,5,v,,,,NQ,04_10_2005,18_08_2005,4,v,,,,nq,,14_09_2006,,11_08_2006,,4,v,,19_07_2007,,5,50,80,p,,19_09_2007,,0,m,,07_08_2008,0,m,,0,0,0,0,,10_09_2009,,11_08_2009,,0,m,m,12_07_2010,,0,m,morta,14_09_2011,,0,m,morta,12_08_2012,,0,m,m,29_07_2014,,0,m,,18_10_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6715,,fava_orelha,Entsch,Enterolobium,schomburgkii (Benth.) Benth.,Mimosoideae,,0.72,40,1,C,17,817,29,O,8,i04,2018,16,16,58,v,10_09_2004,NQ,,,,,NQ,3,v,,10,5,,04_10_2005,18_08_2005,5,v,,,,nq,,14_09_2006,,11_08_2006,,5,v,,19_07_2007,,5,128,50,p,,19_09_2007,59.9,4,v,,07_08_2008,4,v,,0,0,25,10,,10_09_2009,,11_08_2009,63.3,5,v,,12_07_2010,64.2,5,v,casca solta,14_09_2011,64,3,v,,12_08_2012,67,4,v,cq,29_07_2014,67,3,v,sem placa,18_10_2016,,0,m,morta,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6716,,mangabinha,Micege,Micropholis,egensis (A. DC.) Pierre,Sapotaceae,,0.6,40,1,C,18,853,29,O,23,i04,2006,15,15,48,v,10_09_2004,NQ,,,,,NQ,5,v,,5,90,,04_10_2005,18_08_2005,0,m,tombada,,,nq,,14_09_2006,,11_08_2006,,0,m,,19_07_2007,,0,0,100,c,qt,19_09_2007,,0,m,,07_08_2008,0,m,,0,0,0,0,,10_09_2009,,11_08_2009,,0,m,m,12_07_2010,,0,m,morta,14_09_2011,,0,m,morta,12_08_2012,,0,m,m,29_07_2014,,0,m,,18_10_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6717,,macarandubinha,Pouram,Pouteria,ramiflora (Mart.) Radlk,Sapotaceae,,0.775625,40,1,C,18,850,29,O,25,i04,2014,17,17,45.2,v,10_09_2004,20,0.1,,20,10,,4,v,,,,NQ,04_10_2005,18_08_2005,4,v,,,,nq,,14_09_2006,,11_08_2006,,5,v,,19_07_2007,,5,0,0,p,,19_09_2007,45.4,4,v,,07_08_2008,4,v,,0,0,0,0,,10_09_2009,,11_08_2009,46,5,v,,12_07_2010,46,4,v,,14_09_2011,46.2,5,v,,12_08_2012,,0,m,m,29_07_2014,,0,m,,18_10_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6718,,marupa,Simama,Simarouba,amara Aubl.,Simarubaceae,,,40,1,C,18,870,29,L,2,i04,2011,16,16,50.5,v,10_09_2004,30,0.3,,30,30,,5,v,,,,NQ,04_10_2005,18_08_2005,5,v,,,,nq,,14_09_2006,,11_08_2006,,5,v,,19_07_2007,,5,40,100,p,,19_09_2007,53.2,4,v,,07_08_2008,5,v,,1,0,0,0,,10_09_2009,,11_08_2009,54.9,5,v,,12_07_2010,,0,m,morta,14_09_2011,,0,m,morta,12_08_2012,,0,m,m,29_07_2014,,0,m,,18_10_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6719,,macarandubinha,Pouram,Pouteria,ramiflora (Mart.) Radlk,Sapotaceae,,0.775625,40,1,C,19,900,29,O,1.3,i04,2009,11,11,53.5,v,10_09_2004,80,0.4,,80,40,,3,v,,80,30,,04_10_2005,18_08_2005,3,v,,22,10,,,14_09_2006,,11_08_2006,,4,v,,19_07_2007,,5,5,5,p,,19_09_2007,52.4,4,v,,07_08_2008,0,m,,0,0,,,,10_09_2009,QT,11_08_2009,,0,m,m,12_07_2010,,0,m,morta,14_09_2011,,0,m,morta,12_08_2012,,0,m,m,29_07_2014,,0,m,,18_10_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6720,,carapanauba,Aspexc,Aspidosperma,excelsum Benth.,Apocynaceae,,0.79,40,1,C,19,905,29,O,1,i04,2007,12,12,65.1,v,10_09_2004,NQ,,,,,NQ,3,v,cq_cr,,,NQ,04_10_2005,18_08_2005,2,v,CQ/CR,,,nq,,14_09_2006,,11_08_2006,,0,m,,19_07_2007,,0,0,0,p,,19_09_2007,,0,m,,07_08_2008,0,m,,0,0,0,0,,10_09_2009,,11_08_2009,,0,m,m,12_07_2010,,0,m,morta,14_09_2011,,0,m,morta,12_08_2012,,0,m,m,29_07_2014,,0,m,,18_10_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
6721,,macarandubinha,Pouram,Pouteria,ramiflora (Mart.) Radlk,Sapotaceae,,0.775625,40,1,C,19,943,29,O,23,i04,2007,14,14,45,v,10_09_2004,30,0.6,Parcialmente M,30,60,,3,v,,,,NQ,04_10_2005,18_08_2005,4,v,,,,nq,,14_09_2006,,11_08_2006,,0,m,,19_07_2007,,0,30,100,c,qt,19_09_2007,,0,m,,07_08_2008,0,m,,0,0,0,0,,10_09_2009,,11_08_2009,,0,m,m,12_07_2010,,0,m,morta,14_09_2011,,0,m,morta,12_08_2012,,0,m,m,29_07_2014,,0,m,,18_10_2016,,0,m,,16_07_2018,,m,0,,,01_08_2022,,,0,m,,23_06_2024,
