placa,old_tag,nomecomum,codigo,genero,especie,familia,subfamilia,densidade,inv,area,parcela,quadra,nsdist,ns,transecto,metragem,recruit,data_morta,ind.resgate,altura,altura_1,dap.06,c.06,mv.06,obs.06,data06,dap.08,c.08,mv.08,obs.08,data08,c.09,mv.09,cicat.09,recup.09,obs.09,data09,dap.10,c.10,mv.10,obs.10,data10,dap.11,c.11,mv.11,obs.11,data11,dap.12,c.12,mv.12,obs.12,data12,dap.14,c.14,mv.14,obs.14,data14,dap.16,c.16,mv.16,obs.16,data16,dap.18,c.18,mv.18,obs.18,data18,dap.22,c.22,mv.22,obs.22,alt22,data22,equipe.22,dap.24,c.24,mv.24,obs.24,data24,equipe.24
80586,,breu_folha_peluda,Propil,Protium,pilosissimum Engl.,Burseraceae,,0.71,5a10cm,1,A,,2.4,S,P,35,r22,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,4,v,,,13_07_2022,Ebis_Bate_Santarem_Darlisson,7.8,4,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80587,,breu_folha_peluda,Propil,Protium,pilosissimum Engl.,Burseraceae,,0.71,5a10cm,1,A,,2.5,S,P,38,r22,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,5,v,,,13_07_2022,Ebis_Bate_Santarem_Darlisson,6.8,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80588,,breu_folha_peluda,Propil,Protium,pilosissimum Engl.,Burseraceae,,0.71,5a10cm,1,A,,2.3,S,P,39.5,r22,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,5,v,,,13_07_2022,Ebis_Bate_Santarem_Darlisson,6,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80589,,breu_folha_peluda,Propil,Protium,pilosissimum Engl.,Burseraceae,,0.71,5a10cm,1,A,,0.5,S,P,39.5,r22,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,5,v,,,13_07_2022,Ebis_Bate_Santarem_Darlisson,6.7,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80591,,inga_pretinho,Inghet,Inga ,heterophylla Willd.,Mimosaceae,Mimosoideae,0.56,5a10cm,1,A,,1.1,S,P,48,r22,,,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,5,v,,,13_07_2022,Ebis_Bate_Santarem_Darlisson,7.5,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80592,,caxua,Triqua,Trichilia,quadrijuga H.B.K,Meliaceae,,0.55,5a10cm,1,A,,1.3,S,P,49.4,r22,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,5,v,,,13_07_2022,Ebis_Bate_Santarem_Darlisson,6.1,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80593,,tento,Ormpar,Ormosia,paraensis Ducke.,Fabaceae,,0.67,5a10cm,1,A,,1.4,S,P,49.5,r22,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,5,v,,,13_07_2022,Ebis_Bate_Santarem_Darlisson,6.7,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80596,,urucurana_folha_grande,Slosin,Sloanea,sinemariensis Aubl.,Elaeocarpaceae,,0.75,5a10cm,1,A,,0.9,S,P,54,r22,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,5,v,,,13_07_2022,Ebis_Bate_Santarem_Darlisson,5.8,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80597,,breu_folha_peluda,Propil,Protium,pilosissimum Engl.,Burseraceae,,0.71,5a10cm,1,A,,0.9,S,P,75.6,r22,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,v,,,13_07_2022,Ebis_Bate_Santarem_Darlisson,6.3,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80598,,aracapeua,Myrmul,Myrcia,multiflora (Lam.) DC.,Myrtaceae,,0.815,5a10cm,1,A,,1.4,S,P,94,r22,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,5,v,,,13_07_2022,Ebis_Bate_Santarem_Darlisson,5.7,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80603,,breu_folha_peluda,Propil,Protium,pilosissimum Engl.,Burseraceae,,0.71,5a10cm,1,A,,1.2,S,P,125.4,r22,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,5,v,,,13_07_2022,Ebis_Bate_Santarem_Darlisson,6.2,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80605,,breu_folha_peluda,Propil,Protium,pilosissimum Engl.,Burseraceae,,0.71,5a10cm,1,A,,2.5,S,P,129,r22,,,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.1,5,v,,,13_07_2022,Ebis_Bate_Santarem_Darlisson,8.2,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80608,,envira_vassourinha,Xylama,Xylopia,amazonica R.E.Fries,Annonaceae,,0.79,5a10cm,1,A,,1.1,S,P,173,r22,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,5,v,,,13_07_2022,Ebis_Bate_Santarem_Darlisson,7.5,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80614,,inga_roceiro,Ingthi,Inga,thibaudiana DC.Subsp. Russotomentella (Malme)T.D.Penn.,Fabaceae,Mimosoideae,0.573055556,5a10cm,1,A,,1.5,S,P,196.2,r22,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,v,,,13_07_2022,Ebis_Bate_Santarem_Darlisson,8.1,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80615,,coca_brava,Eryruf,Erythroxylum,rufum Cav.,Erythroxylaceae,,0.7575,5a10cm,1,A,,1.6,S,P,197.5,r22,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,v,,,13_07_2022,Ebis_Bate_Santarem_Darlisson,6.4,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80616,,pau_de_cobra,Ourdis,Ouratea,discophora Ducke,Ochnaceae,,0.79,5a10cm,1,A,,2.5,S,P,199.8,r22,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,5,v,,,13_07_2022,Ebis_Bate_Santarem_Darlisson,6.4,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80617,,aracapeua,Myrmul,Myrcia,multiflora (Lam.) DC.,Myrtaceae,,0.815,5a10cm,1,A,,1.3,S,P,202.5,r22,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,5,v,,,13_07_2022,Ebis_Bate_Santarem_Darlisson,6.2,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80618,,pau_sangue,Conper,Connarus,perrottetii (DC.) Planch.,Connaraceae,,0.45,5a10cm,1,A,,2,S,P,211.6,r22,,,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,5,v,,,13_07_2022,Ebis_Bate_Santarem_Darlisson,6,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80620,,cipo_estopinha,Hipvol,Hippocratea,volubilis L.,Hippocrateaceae,,,5a10cm,1,A,,1.8,S,P,220.2,r22,,,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,2,v,,,13_07_2022,Ebis_Bate_Santarem_Darlisson,6,2,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80624,,urucurana_folha_grande,Slosin,Sloanea,sinemariensis Aubl.,Elaeocarpaceae,,0.75,5a10cm,1,A,,2.4,S,P,254,r22,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,4,v,,,13_07_2022,Ebis_Bate_Santarem_Darlisson,6.3,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80630,,aracapeua,Myrmul,Myrcia,multiflora (Lam.) DC.,Myrtaceae,,0.815,5a10cm,1,A,,1.2,S,P,318,r22,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,5,v,,,13_07_2022,Ebis_Bate_Santarem_Darlisson,5.6,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80632,,canela_de_veado,Amagui,Amaioua,guianensis Aubl.,Rubiaceae,,0.63,5a10cm,1,A,,1.5,S,P,351.5,r22,,,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,5,v,,,13_07_2022,Ebis_Bate_Santarem_Darlisson,5.5,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80633,,coca_brava,Eryruf,Erythroxylum,rufum Cav.,Erythroxylaceae,,0.7575,5a10cm,1,A,,1.2,S,P,368,r22,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,5,v,,,13_07_2022,Ebis_Bate_Santarem_Darlisson,8,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80642,,breu_folha_peluda,Propil,Protium,pilosissimum Engl.,Burseraceae,,0.71,5a10cm,1,A,,1.9,S,P,433,r22,,,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,v,,,13_07_2022,Ebis_Bate_Santarem_Darlisson,5.4,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80643,,urucurana_folha_grande,Slosin,Sloanea,sinemariensis Aubl.,Elaeocarpaceae,,0.75,5a10cm,1,A,,1,S,P,445,r22,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,v,,,13_07_2022,Ebis_Bate_Santarem_Darlisson,7.3,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80646,,caxua,Triqua,Trichilia,quadrijuga H.B.K,Meliaceae,,0.55,5a10cm,1,A,,2,S,P,456,r22,,,5.5,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,5,v,,,13_07_2022,Ebis_Bate_Santarem_Darlisson,5.9,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80650,,canela_de_veado,Amagui,Amaioua,guianensis Aubl.,Rubiaceae,,0.63,5a10cm,1,A,,0.5,S,P,457,r22,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,v,,,13_07_2022,Ebis_Bate_Santarem_Darlisson,6.5,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80651,,envira_vassourinha,Xylama,Xylopia,amazonica R.E.Fries,Annonaceae,,0.79,5a10cm,1,A,,2.4,S,P,478,r22,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.4,5,v,,,13_07_2022,Ebis_Bate_Santarem_Darlisson,9.3,5,v,,19_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80655,,tachi_do_campo,Tacvul,Tachigali,vulgaris L.G.Silva & H.C.Lima,Caesalpiniaceae,,0.59125,5a10cm,1,B,,1.4,S,P,526,r22,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.1,5,v,,,13_07_2022,Ebis_Bate_Santarem_Darlisson,8.5,5,v,,20_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80659,,inga_pretinho,Inghet,Inga ,heterophylla Willd.,Mimosaceae,Mimosoideae,0.56,5a10cm,1,B,,2.3,S,P,554,r22,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,5,v,,,13_07_2022,Ebis_Bate_Santarem_Darlisson,7,3,v,,20_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80660,,murta_vassourinha,Myrsyl,Myrcia,sylvatica (G. Meyer) DC.,Myrtaceae,,0.815,5a10cm,1,B,,1.5,S,P,559.1,r22,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,5,v,,,13_07_2022,Ebis_Bate_Santarem_Darlisson,5.5,5,v,,20_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80661,,araracanga_marfim,Aspdes,Aspidosperma,desmanthum Bth. ex Muell. Arg.,Apocynaceae,,0.53,5a10cm,1,B,,1.4,S,P,559.7,r22,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,5,v,,,13_07_2022,Ebis_Bate_Santarem_Darlisson,5.8,5,v,,20_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80662,,murta_vassourinha,Myrsyl,Myrcia,sylvatica (G. Meyer) DC.,Myrtaceae,,0.815,5a10cm,1,B,,1.4,S,P,559.5,r22,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,v,,,14_07_2022,Ebis_Bate_Santarem_Darlisson,6.5,5,v,,20_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80669,,tento,Ormpar,Ormosia,paraensis Ducke.,Fabaceae,,0.67,5a10cm,1,B,,1.3,S,P,569.1,r22,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,5,v,,,14_07_2022,Ebis_Bate_Santarem_Darlisson,5.5,5,v,,20_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80670,,urucurana_folha_grande,Slosin,Sloanea,sinemariensis Aubl.,Elaeocarpaceae,,0.75,5a10cm,1,B,,1.3,S,P,574,r22,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,v,,,14_07_2022,Ebis_Bate_Santarem_Darlisson,6.3,5,v,,20_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80671,,inga_pretinho,Inghet,Inga ,heterophylla Willd.,Mimosaceae,Mimosoideae,0.56,5a10cm,1,B,,2.4,S,P,574.4,r22,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,4,v,,,14_07_2022,Ebis_Bate_Santarem_Darlisson,7,3,v,,20_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80672,,tachi_do_campo,Tacvul,Tachigali,vulgaris L.G.Silva & H.C.Lima,Caesalpiniaceae,,0.59125,5a10cm,1,B,,0.8,S,P,579,r22,,,7.5,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,5,v,,,14_07_2022,Ebis_Bate_Santarem_Darlisson,9.4,5,v,,20_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80675,,inga_pretinho,Inghet,Inga ,heterophylla Willd.,Mimosaceae,Mimosoideae,0.56,5a10cm,1,B,,1.9,S,P,583,r22,,,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,5,v,,,14_07_2022,Ebis_Bate_Santarem_Darlisson,6.4,5,v,,20_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80676,,sardinheira,Casgra,Casearia,grandiflora Camb.,Salicaceae,,0.77,5a10cm,1,B,,2,S,P,585,r22,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,v,,,14_07_2022,Ebis_Bate_Santarem_Darlisson,8.1,5,v,,20_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80679,,pau_sangue,Conper,Connarus,perrottetii (DC.) Planch.,Connaraceae,,0.45,5a10cm,1,B,,1.2,S,P,590,r22,,,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,4,v,,,14_07_2022,Ebis_Bate_Santarem_Darlisson,6.9,5,v,,20_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80680,,inga_xixica,Ingalb,Inga,alba (SW.) Willd.,Fabaceae,Mimosoideae,0.59,5a10cm,1,B,,2,S,P,590.1,r22,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,4,v,,,14_07_2022,Ebis_Bate_Santarem_Darlisson,7.5,5,v,,20_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80682,,tatapiririca,Tapgui,Tapirira,guianensis Aubl.,Anacardiaceae,,0.457,5a10cm,1,B,,0.8,S,P,605,r22,,,7.5,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,5,v,,,14_07_2022,Ebis_Bate_Santarem_Darlisson,8.1,5,v,,20_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80683,,tatapiririca,Tapgui,Tapirira,guianensis Aubl.,Anacardiaceae,,0.457,5a10cm,1,B,,0.9,S,P,605,r22,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,5,v,,,14_07_2022,Ebis_Bate_Santarem_Darlisson,7.5,5,v,,20_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80690,,marupa,Simama,Simarouba,amara Aubl.,Simaroubaceae,,,5a10cm,1,B,,2.4,S,P,638,r22,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.8,2,v,,,14_07_2022,Ebis_Bate_Santarem_Darlisson,9,5,v,,20_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80691,,marupa,Simama,Simarouba,amara Aubl.,Simaroubaceae,,,5a10cm,1,B,,2.4,S,P,638,r22,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8,2,v,,,19_07_2022,Ebis_Bate_Santarem_Darlisson,11.3,5,v,,20_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80701,,kaqui,Dioser,Diospyros,sericea A.DC.,Ebenaceae,,0.665833333,5a10cm,1,B,,2.4,S,P,655,r22,2024,,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,3,v,,,19_07_2022,Ebis_Bate_Santarem_Darlisson,,0,m,morta,20_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80703,,inga_roceiro,Ingthi,Inga,thibaudiana DC.Subsp. Russotomentella (Malme)T.D.Penn.,Fabaceae,Mimosoideae,0.573055556,5a10cm,1,B,,1.8,S,P,676.1,r22,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,4,v,,,19_07_2022,Ebis_Bate_Santarem_Darlisson,5.4,3,v,,20_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80710,,urucurana_folha_grande,Slosin,Sloanea,sinemariensis Aubl.,Elaeocarpaceae,,0.75,5a10cm,1,B,,0.5,S,P,735.2,r22,,,7.5,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,4,v,,,19_07_2022,Ebis_Bate_Santarem_Darlisson,5.3,4,v,,20_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80711,,urucurana_folha_grande,Slosin,Sloanea,sinemariensis Aubl.,Elaeocarpaceae,,0.75,5a10cm,1,B,,0.5,S,P,735.3,r22,,,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6,3,v,cqcr,,19_07_2022,Ebis_Bate_Santarem_Darlisson,9.5,3,v,dap ok,20_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80712,,urucurana_folha_grande,Slosin,Sloanea,sinemariensis Aubl.,Elaeocarpaceae,,0.75,5a10cm,1,B,,0.5,S,P,735.4,r22,,,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,2,v,,,19_07_2022,Ebis_Bate_Santarem_Darlisson,10.9,4,v,dap=1.15,20_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80713,,cipo_viuvinha,Secbia,Securidaca,bialata,Polygalaceae,,,5a10cm,1,B,,0.6,S,P,735.5,r22,,,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,2,v,,,19_07_2022,Ebis_Bate_Santarem_Darlisson,7.3,2,v,,20_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80714,,kaqui,Dioser,Diospyros,sericea A.DC.,Ebenaceae,,0.665833333,5a10cm,1,B,,0.8,S,P,742.9,r22,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.3,4,v,,,19_07_2022,Ebis_Bate_Santarem_Darlisson,7,5,v,,20_06_2024,Santarem_Nathalia_Maraca_Leo_Paulo
80718,,taquari,Mabfis,Mabea,fistulifera Bth.,Euphorbiaceae,,0.618,5a10cm,1,B,,1,S,P,783,r22,,,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,v,,,19_07_2022,Ebis_Bate_Santarem_Darlisson,6.4,5,v,,20_06_2024,Santarem_Nathalia_Maraca
80719,,sucuuba,Himart,Himatanthus,articulatus (Vahl) Woodson,Apocynaceae,,0.46,5a10cm,1,B,,2.4,S,P,784,r22,,,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,5,v,,,19_07_2022,Ebis_Bate_Santarem_Darlisson,10.2,5,v,,20_06_2024,Santarem_Nathalia_Maraca
80726,,taquari,Mabfis,Mabea,fistulifera Bth.,Euphorbiaceae,,0.618,5a10cm,1,B,,1.6,S,P,792.4,r22,,,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,5,v,,,19_07_2022,Ebis_Bate_Santarem_Darlisson,5.8,5,v,,20_06_2024,Santarem_Nathalia_Maraca
80729,,taquari,Mabfis,Mabea,fistulifera Bth.,Euphorbiaceae,,0.618,5a10cm,1,B,,1,S,P,803,r22,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,5,v,,,19_07_2022,Ebis_Bate_Santarem_Darlisson,6.7,5,v,,20_06_2024,Santarem_Nathalia_Maraca
80730,,envira_cabo_de_rodo,Guasch,Guatteria,schomburgkiana Mart.,Annonaceae,,0.6,5a10cm,1,B,,1.2,S,P,809.1,r22,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.7,5,v,,,19_07_2022,Ebis_Bate_Santarem_Darlisson,6.5,5,v,,20_06_2024,Santarem_Nathalia_Maraca
80732,,tarana,Chasch,Chaetocarpus,schomburgkianus (O. Kze) Pav.et K.,Peraceae,,0.81,5a10cm,1,B,,1,S,P,837,r22,,,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.5,5,v,,,19_07_2022,Ebis_Bate_Santarem_Darlisson,19.2,5,v,,20_06_2024,Santarem_Nathalia_Maraca
80733,,marupa,Simama,Simarouba,amara Aubl.,Simaroubaceae,,,5a10cm,1,B,,1,S,P,848,r22,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,2,v,,,19_07_2022,Ebis_Bate_Santarem_Darlisson,7.3,5,v,,20_06_2024,Santarem_Nathalia_Maraca
80735,,caxicha,Mapgui,Maprounea,guianensis Aubl.,Euphorbiaceae,,0.6,5a10cm,1,B,,1.7,S,P,855,r22,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,v,,,19_07_2022,Ebis_Bate_Santarem_Darlisson,7.4,5,v,,20_06_2024,Santarem_Nathalia_Maraca
80738,,morototo,Schmor,Didymopanax,morototoni (Aubl.) Decne. & Planch.,Araliaceae,,0.44,5a10cm,1,B,,1,S,P,881,r22,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,5,v,,,19_07_2022,Ebis_Bate_Santarem_Darlisson,6.3,5,v,,20_06_2024,Santarem_Nathalia_Maraca
80739,,sardinheira,Casgra,Casearia,grandiflora Camb.,Salicaceae,,0.77,5a10cm,1,B,,2,S,P,882.5,r22,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.1,4,v,,,19_07_2022,Ebis_Bate_Santarem_Darlisson,7.2,5,v,,20_06_2024,Santarem_Nathalia_Maraca
80741,,louro_tamanco,Neccus,Nectandra,cuspidata Nees. & Mart.,Lauraceae,,0.56,5a10cm,1,B,,1.5,S,P,895,r22,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,v,,,19_07_2022,Ebis_Bate_Santarem_Darlisson,5.2,5,v,,20_06_2024,Santarem_Nathalia_Maraca
80750,,urucurana_folha_grande,Slosin,Sloanea,sinemariensis Aubl.,Elaeocarpaceae,,0.75,5a10cm,1,B,,1,S,P,919,r22,,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,5,v,,,19_07_2022,Ebis_Bate_Santarem_Darlisson,6.3,5,v,,20_06_2024,Santarem_Nathalia_Maraca
80751,,taquari,Mabfis,Mabea,fistulifera Bth.,Euphorbiaceae,,0.618,5a10cm,1,B,,1.2,S,P,926,r22,,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,4,v,,,20_07_2022,Ebis_Bate_Santarem_Darlisson,5.4,5,v,,20_06_2024,Santarem_Nathalia_Maraca
80754,,taquari,Mabfis,Mabea,fistulifera Bth.,Euphorbiaceae,,0.618,5a10cm,1,B,,2,S,P,928,r22,2024,,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,1,v,cqcr,,20_07_2022,Ebis_Bate_Santarem_Darlisson,,0,m,morta,20_06_2024,Santarem_Nathalia_Maraca
80756,,sardinheira,Casgra,Casearia,grandiflora Camb.,Salicaceae,,0.77,5a10cm,1,B,,2,S,P,933,r22,,,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,4,v,,,20_07_2022,Ebis_Bate_Santarem_Darlisson,9.2,5,v,,20_06_2024,Santarem_Nathalia_Maraca
