placa,old_tag,nomecomum,codigo,genero,especie,familia,subfamilia,densidade,inv,area,parcela,quadra,nsdist,ns,transecto,metragem,recruit,data_morta,ind.resgate,altura,altura_1,dap.06,c.06,mv.06,obs.06,data06,dap.08,c.08,mv.08,obs.08,data08,c.09,mv.09,cicat.09,recup.09,obs.09,data09,dap.10,c.10,mv.10,obs.10,data10,dap.11,c.11,mv.11,obs.11,data11,dap.12,c.12,mv.12,obs.12,data12,dap.14,c.14,mv.14,obs.14,data14,dap.16,c.16,mv.16,obs.16,data16,dap.18,c.18,mv.18,obs.18,data18,dap.22,c.22,mv.22,obs.22,alt22,data22,equipe.22,dap.24,c.24,mv.24,obs.24,data24,equipe.24
25507,,ni,unkunk,unknow,unknow,unknow,,,5a10cm,1,,,,S,A,,i11,2012,resgate11,,,,,,,,,,,,,,,,,,,,,,,,8.1,3,v,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,13_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25680,,urucurana_folha_grande,Slosin,Sloanea,sinemariensis Aubl.,Elaeocarpaceae,,0.75,5a10cm,1,C,82,1.5,S,AB,1015.7,i06,2008,,8,8,5.6,4,v,cr,16_08_2006,,0,m,morta,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25681,,canela_de_veado,Amagui,Amaioua,guianensis Aubl.,Rubiaceae,,0.63,5a10cm,1,C,82,1.1,S,AB,1018.1,i06,2011,,7,7,9.2,4,v,,16_08_2006,9.2,3,v,,29_08_2008,4,v,0,0,,14_08_2009,9.2,4,v,,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25682,,cuiarana,Tertet,Terminalia,tetraphylla (Aublet) Howard,Combretaceae,,0.72,5a10cm,1,C,82,0.7,S,AB,1020.7,i06,2006,,5,5,5,0,m,,16_08_2006,,0,m,morta,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25683,,tinteiro_vermelho,Micpun,Miconia,punctata (Desv.) D. Don.,Melastomataceae,,0.6315,5a10cm,1,C,86,2.1,S,AB,1055.4,i06,2008,,9,9,7.9,5,v,,16_08_2006,,0,m,morta,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25684,,tarana,Chasch,Chaetocarpus,schomburgkianus (O. Kze) Pav.et K.,Peraceae,,0.81,5a10cm,1,C,86,2,S,AB,1057.6,i06,2006,,2,2,6.6,0,m,cq,16_08_2006,,0,m,morta,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25685,,louro_prata,Ocogui,Ocotea,guianensis Aubl.,Lauraceae,,0.56,5a10cm,1,C,86,1.6,S,AB,1059.8,i06,2006,,11,11,6.8,0,m,,16_08_2006,,0,m,morta,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25686,,urucurana_folha_grande,Slosin,Sloanea,sinemariensis Aubl.,Elaeocarpaceae,,0.75,5a10cm,1,C,88,0.6,S,AB,1077.7,i06,2011,,7,7,5.2,3,v,mesmo tronco 4226,16_08_2006,5.4,2,v,,29_08_2008,3,v,0,0,,14_08_2009,5.5,4,v,,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25687,,urucurana_folha_grande,Slosin,Sloanea,sinemariensis Aubl.,Elaeocarpaceae,,0.75,5a10cm,1,C,88,0.6,S,AB,1077.8,i06,2024,,10,10,8.3,4,v,,16_08_2006,8.3,2,v,cr,29_08_2008,3,v,0,0,,14_08_2009,9.3,5,v,cr,19_07_2010,9.4,3,v,,17_08_2011,9.6,2,v,,21_06_2012,9.6,1,v,cqcr,12_11_2014,8.4,1,v,cqcr,20_05_2016,8.3,2,v,cq,26_06_2018,9.5,1,v,,,22_06_2022,Bate_Ebis_Antonio_Santarem,,0,m,morta,10_06_2024,Ebis_Sebastiao_Santarem
25688,,tinteiro_vermelho,Micpun,Miconia,punctata (Desv.) D. Don.,Melastomataceae,,0.6315,5a10cm,1,C,88,2.35,S,AB,1084.6,i06,2008,,6,6,6.3,5,v,,16_08_2006,,0,m,morta,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25689,,tinteiro_vermelho,Micpun,Miconia,punctata (Desv.) D. Don.,Melastomataceae,,0.6315,5a10cm,1,C,88,1.2,S,AB,1085.6,i06,2008,,8,8,9.8,5,v,,16_08_2006,,0,m,morta,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25690,,breu_de_uma_folha,Prouni,Protium,unifoliolatum Engl.,Burseraceae,,0.33,5a10cm,1,C,88,1.9,S,AB,1088,i06,2008,,6,6,6.3,5,v,,16_08_2006,,0,m,morta,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25691,,canela_de_veado,Amagui,Amaioua,guianensis Aubl.,Rubiaceae,,0.63,5a10cm,1,C,88,0.9,S,AB,1088.7,i06,2008,,5,5,5.1,2,v,,16_08_2006,,0,m,morta,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25692,,cipo_de_fogo_folha_peluda,Dolspa,Doliocarpus,spatulifolius Kubitzki,Dilleniaceae,,0.65,5a10cm,1,C,88,2,S,AB,1090.5,i06,2009,,20,20,6,5,v,,16_08_2006,6,3,v,cr,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25693,,sardinheira,Casgra,Casearia,grandiflora Camb.,Salicaceae,,0.77,5a10cm,1,C,88,1.1,S,AB,1092.8,i06,2006,,2,2,8.2,0,m,cq,16_08_2006,,0,m,qt/pp,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25694,,breu_de_uma_folha,Prouni,Protium,unifoliolatum Engl.,Burseraceae,,0.33,5a10cm,1,C,88,0.7,S,AB,1100,i06,2010,,6,6,5.6,5,v,,16_08_2006,5.7,4,v,,29_08_2008,1,v,0,0,cqcr,14_08_2009,,0,m,m,19_07_2010,,0,m,morta,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25695,,breu_folha_peluda,Propil,Protium,pilosissimum Engl.,Burseraceae,,0.71,5a10cm,1,C,90,1.7,S,AB,1109.1,i06,2009,,9,9,10,5,v,,16_08_2006,8.2,2,v,morta,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25696,,aracapeua,Myrmul,Myrcia,multiflora (Lam.) DC.,Myrtaceae,,,5a10cm,1,C,90,1.9,S,AB,1111.8,i06,2011,,6,6,8.2,5,v,,16_08_2006,8.4,3,v,,29_08_2008,2,v,0,0,cr,14_08_2009,8.7,4,v,cr,19_07_2010,,0,m,morta,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25697,,miraoba_folha_grande,Moubra,Mouriri,brachyanthera Ducke,Melastomataceae,,0.838461538,5a10cm,1,C,90,1.5,S,AB,1115.2,i06,2008,,8,8,8.1,5,v,,16_08_2006,,0,m,morta,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25698,,bacabinha_quina,Fergui,Ferdinandusa,guainiae Spruce ex K.Schum.,Rubiaceae,,0.725,5a10cm,1,C,90,0.7,S,AB,1123.9,i06,2008,,6,6,5.5,5,v,,16_08_2006,,0,m,morta,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25699,,urucurana_folha_grande,Slosin,Sloanea,sinemariensis Aubl.,Elaeocarpaceae,,0.75,5a10cm,1,C,92,1.8,S,AB,1142.8,i06,2006,,6,6,5.9,0,m,,16_08_2006,,0,m,morta,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25700,,sardinheira,Casgra,Casearia,grandiflora Camb.,Salicaceae,,0.77,5a10cm,1,C,94,1.7,S,AB,1157.4,i06,2006,,6,6,7.7,0,m,,16_08_2006,,0,m,morta,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25701,,mangabinha,Micege,Micropholis,egensis (A. DC.) Pierre,Sapotaceae,,0.6,5a10cm,1,C,94,1.7,S,AB,1170.1,i06,2008,,5,5,5.2,3,v,cr,16_08_2006,,0,m,morta,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25702,,urucurana_folha_grande,Slosin,Sloanea,sinemariensis Aubl.,Elaeocarpaceae,,0.75,5a10cm,1,C,96,0.8,S,AB,1194.7,i06,2008,,6,6,5.9,5,v,mesmo tronco,16_08_2006,,0,m,morta,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25703,,urucurana_folha_grande,Slosin,Sloanea,sinemariensis Aubl.,Elaeocarpaceae,,0.75,5a10cm,1,C,96,0.8,S,AB,1194.7,i06,2008,,5,5,6.6,5,v,mesmo tronco,16_08_2006,,0,m,morta,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25704,,canela_de_veado,Amagui,Amaioua,guianensis Aubl.,Rubiaceae,,0.63,5a10cm,1,C,98,1.3,S,AB,1201.6,i06,2011,,7,7,5.6,5,v,,16_08_2006,5.9,4,v,,29_08_2008,5,v,0,0,,14_08_2009,6.2,4,v,cq/cr,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25705,,urucurana_folha_grande,Slosin,Sloanea,sinemariensis Aubl.,Elaeocarpaceae,,0.75,5a10cm,1,C,98,0.6,S,AB,1202,i06,2011,,7,7,5.3,5,v,toiceira 2367,16_08_2006,5.4,3,v,,29_08_2008,4,v,0,0,,14_08_2009,5.7,4,v,,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25706,,cipo_falso_curare,Strxin,Strychnos,xinguensis Krukoff.,Loganiaceae,,0.54,5a10cm,1,C,98,1.4,S,AB,1204,i06,,,20,20,7.4,5,v,cr,16_08_2006,8.1,4,v,,29_08_2008,5,v,0,0,,14_08_2009,9.1,4,v,,19_07_2010,9,2,v,,17_08_2011,9.4,2,v,,21_06_2012,11,2,v,,12_11_2014,11.2,2,v,,20_05_2016,11.5,2,v,,26_06_2018,11.7,3,v,,,23_06_2022,Bate_Ebis_Antonio_Santarem,12,3,v,,10_06_2024,Ebis_Sebastiao_Santarem
25707,,pau_de_cobra,Ourdis,Ouratea,discophora Ducke,Ochnaceae,,0.79,5a10cm,1,C,98,1.9,S,AB,1217,i06,2006,,8,8,6,0,m,cr,16_08_2006,,0,m,morta,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25708,,canela_de_veado,Amagui,Amaioua,guianensis Aubl.,Rubiaceae,,0.63,5a10cm,1,C,98,1.8,S,AB,1220.7,i06,2006,,7,7,7.8,0,m,,16_08_2006,,0,m,morta,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25709,,louro_abacate,Ocoacu,Ocotea,leucoxylon (Sw.) Laness.,Lauraceae,,0.543571429,5a10cm,1,C,100,2.1,S,AB,1233.2,i06,2006,,6,6,6.5,0,m,,16_08_2006,,0,m,morta,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25710,,urucurana_folha_grande,Slosin,Sloanea,sinemariensis Aubl.,Elaeocarpaceae,,0.75,5a10cm,1,C,100,1.9,S,AB,1237.8,i06,2006,,2,2,6.9,0,m,,16_08_2006,,0,m,morta,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25711,,louro_abacate,Ocoacu,Ocotea,leucoxylon (Sw.) Laness.,Lauraceae,,0.543571429,5a10cm,1,C,100,2.2,S,AB,1243,i06,2006,,6,6,5.2,0,m,,16_08_2006,,0,m,morta,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25712,,breu_folha_peluda,Propil,Protium,pilosissimum Engl.,Burseraceae,,0.71,5a10cm,1,C,100,1.2,S,AB,1247,i06,2006,,7,7,7,0,m,,16_08_2006,,0,m,morta,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25713,,louro_abacate,Ocoacu,Ocotea,leucoxylon (Sw.) Laness.,Lauraceae,,0.543571429,5a10cm,1,C,100,1.9,S,AB,1249.4,i06,2006,,3,3,6.9,0,m,cq,16_08_2006,,0,m,morta,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25714,,urucurana_folha_grande,Slosin,Sloanea,sinemariensis Aubl.,Elaeocarpaceae,,0.75,5a10cm,1,C,102,2.3,S,AB,1256.1,i06,2010,,10,10,7.8,3,v,cq/cr,16_08_2006,7.9,3,v,cq,29_08_2008,4,v,0,0,,14_08_2009,,0,m,m,19_07_2010,,0,m,morta,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25715,,breu_folha_peluda,Propil,Protium,pilosissimum Engl.,Burseraceae,,0.71,5a10cm,1,C,102,0.6,S,AB,1263,i06,2010,,5,5,7.4,5,v,cr,16_08_2006,7.6,2,v,cr,29_08_2008,5,v,0,0,cr,14_08_2009,,0,m,m/cr,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25716,,ni,unkunk,unknow,unknow,unknow,,,5a10cm,1,C,102,0.7,S,AB,1269.7,i06,2006,,2,2,7.1,0,m,sem folha,16_08_2006,,0,m,morta,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25717,,urucurana_folha_grande,Slosin,Sloanea,sinemariensis Aubl.,Elaeocarpaceae,,0.75,5a10cm,1,C,104,1.4,S,AB,1276.8,i06,2008,,9,9,9.8,5,v,cr,16_08_2006,,0,m,morta,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25718,,louro_prata,Ocogui,Ocotea,guianensis Aubl.,Lauraceae,,0.56,5a10cm,1,C,104,2.3,S,AB,1277.7,i06,2006,,4,4,8.7,0,m,cq,16_08_2006,,0,m,morta,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25719,,tinteiro_vermelho,Micpun,Miconia,punctata (Desv.) D. Don.,Melastomataceae,,0.6315,5a10cm,1,C,104,1.9,S,AB,1288.4,i06,2006,,2,2,6.5,0,m,,16_08_2006,,0,m,morta,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25720,,breu_de_uma_folha,Prouni,Protium,unifoliolatum Engl.,Burseraceae,,0.33,5a10cm,1,C,104,1.1,S,AB,1298.1,i06,2006,,5,5,5.1,0,m,,16_08_2006,,0,m,morta,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25721,,urucurana_folha_grande,Slosin,Sloanea,sinemariensis Aubl.,Elaeocarpaceae,,0.75,5a10cm,1,C,104,1.8,S,AB,1298.1,i06,2008,,6,6,5.1,1,v,sem folha,16_08_2006,,0,m,morta,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25722,,canela_de_veado,Amagui,Amaioua,guianensis Aubl.,Rubiaceae,,0.63,5a10cm,1,C,106,0.6,S,AB,1305.3,i06,2008,,5,5,5.5,5,v,,16_08_2006,,0,m,morta,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25723,,tarana,Chasch,Chaetocarpus,schomburgkianus (O. Kze) Pav.et K.,Peraceae,,0.81,5a10cm,1,C,106,2.2,S,AB,1315.1,i06,2009,,7,7,6,5,v,,16_08_2006,6.8,1,v,,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25724,,louro_prata,Ocogui,Ocotea,guianensis Aubl.,Lauraceae,,0.56,5a10cm,1,C,108,1.6,S,AB,1325.6,i06,2008,,6,6,6,5,v,cr,16_08_2006,,0,m,morta,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25725,,urucurana_folha_grande,Slosin,Sloanea,sinemariensis Aubl.,Elaeocarpaceae,,0.75,5a10cm,1,C,108,1.5,S,AB,1332.7,i06,2008,,5,5,5.4,5,v,cr,16_08_2006,,0,m,morta,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25726,,tatapiririca,Tapgui,Tapirira,guianensis Aubl.,Anacardiaceae,,0.457,5a10cm,1,C,108,0.8,S,AB,1337.7,i06,2008,,10,10,6.8,5,v,,16_08_2006,,0,m,morta,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25727,,louro_prata,Ocogui,Ocotea,guianensis Aubl.,Lauraceae,,0.56,5a10cm,1,C,108,1.5,S,AB,1340.6,i06,2006,,6,6,5.2,0,m,,16_08_2006,,0,m,morta,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25728,,louro_abacate,Ocoacu,Ocotea,leucoxylon (Sw.) Laness.,Lauraceae,,0.543571429,5a10cm,1,C,110,1.5,S,AB,1352.5,i06,2006,,7,7,5.5,0,m,,16_08_2006,,0,m,morta,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25729,,canela_de_veado,Amagui,Amaioua,guianensis Aubl.,Rubiaceae,,0.63,5a10cm,1,C,110,2.3,S,AB,1363.8,i06,2009,,4.5,4.5,8,3,v,cq/cr,16_08_2006,8.1,1,v,cq/cr,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25730,,macucurana,Licegl,Moquilea,egleri (Prance) Sothers & Prance,Chrysobalanaceae,,0.83,5a10cm,1,C,112,2.1,S,AB,1396.1,i06,2018,,8,8,7.5,5,v,,16_08_2006,7.4,4,v,cr,29_08_2008,5,v,0,0,cr,14_08_2009,8.5,4,v,,19_07_2010,8.9,3,v,,17_08_2011,9.2,3,v,,21_06_2012,9,2,v,morta,12_11_2014,8.8,1,v,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
25731,,cipo_cocoloba,Cococh,Coccoloba,parimensis Benth.,Polygonaceae,,0.65,5a10cm,1,C,114,1.3,S,AB,1403.5,i06,,,20,20,6.1,5,v,cr,16_08_2006,6.7,2,v,,29_08_2008,5,v,0,0,,14_08_2009,6.5,1,v,,19_07_2010,7.5,1,v,,17_08_2011,6.5,2,v,,21_06_2012,6.5,1,v,,12_11_2014,5.9,1,v,dap altura 9cm,20_05_2016,5.9,1,v,"cipÛ cocoloba, dap 80cm",26_06_2018,6.6,2,v,,,23_06_2022,Bate_Ebis_Antonio_Santarem,6.9,2,v,,10_06_2024,Ebis_Sebastiao_Santarem
25732,,tatapiririca,Tapgui,Tapirira,guianensis Aubl.,Anacardiaceae,,0.457,5a10cm,1,C,114,2,S,AB,1415,i06,2008,,9,9,7.8,5,v,,16_08_2006,,0,m,morta,29_08_2008,0,m,,,morta,14_08_2009,,0,m,m,19_07_2010,,0,m,,17_08_2011,,0,m,,21_06_2012,,0,m,morta,12_11_2014,,0,m,morta,20_05_2016,,0,m,,26_06_2018,,0,m,,,01_07_2022,,,0,m,,10_06_2024,
